Id,Style
5191,American Pale Ale
5192,American IPA
5193,American IPA
5194,American IPA
5195,American IPA
5196,American IPA
5197,American IPA
5198,Saison
5199,American Pale Ale
5200,American IPA
5201,American IPA
5202,American Pale Ale
5203,Imperial IPA
5204,Saison
5205,American Pale Ale
5206,Imperial IPA
5207,Imperial IPA
5208,American IPA
5209,American Brown Ale
5210,American IPA
5211,American IPA
5212,American Pale Ale
5213,American IPA
5214,American IPA
5215,American IPA
5216,American Pale Ale
5217,Irish Red Ale
5218,American IPA
5219,Blonde Ale
5220,American Pale Ale
5221,American Stout
5222,American Pale Ale
5223,American IPA
5224,American IPA
5225,American IPA
5226,American Pale Ale
5227,American Pale Ale
5228,American IPA
5229,Irish Red Ale
5230,Saison
5231,American IPA
5232,American Amber Ale
5233,American Light Lager
5234,Saison
5235,Irish Red Ale
5236,American IPA
5237,American Pale Ale
5238,American IPA
5239,American IPA
5240,Irish Red Ale
5241,American Pale Ale
5242,American Brown Ale
5243,Blonde Ale
5244,Witbier
5245,American Pale Ale
5246,Blonde Ale
5247,American IPA
5248,Saison
5249,American IPA
5250,American IPA
5251,Blonde Ale
5252,American Pale Ale
5253,American IPA
5254,American IPA
5255,American IPA
5256,Saison
5257,Witbier
5258,American IPA
5259,American IPA
5260,American IPA
5261,Blonde Ale
5262,American Stout
5263,American IPA
5264,American IPA
5265,American Pale Ale
5266,American Pale Ale
5267,American Brown Ale
5268,Imperial IPA
5269,American Brown Ale
5270,American IPA
5271,Saison
5272,American Brown Ale
5273,Saison
5274,Witbier
5275,American Pale Ale
5276,American Pale Ale
5277,American Pale Ale
5278,American IPA
5279,American Pale Ale
5280,American Brown Ale
5281,Blonde Ale
5282,Irish Red Ale
5283,American Pale Ale
5284,American IPA
5285,American IPA
5286,American IPA
5287,American Pale Ale
5288,American IPA
5289,Irish Red Ale
5290,American Stout
5291,American Light Lager
5292,American Pale Ale
5293,American Pale Ale
5294,American Pale Ale
5295,American IPA
5296,Saison
5297,American Amber Ale
5298,American IPA
5299,Blonde Ale
5300,Witbier
5301,American Light Lager
5302,Imperial IPA
5303,American IPA
5304,American Brown Ale
5305,American IPA
5306,Saison
5307,American Pale Ale
5308,American Amber Ale
5309,American IPA
5310,American IPA
5311,Imperial IPA
5312,American IPA
5313,American Stout
5314,American Stout
5315,American IPA
5316,Witbier
5317,American IPA
5318,American Pale Ale
5319,American Stout
5320,American IPA
5321,American Brown Ale
5322,American Amber Ale
5323,American IPA
5324,Irish Red Ale
5325,American IPA
5326,Witbier
5327,American Pale Ale
5328,American Pale Ale
5329,American IPA
5330,American IPA
5331,American Brown Ale
5332,American Pale Ale
5333,Saison
5334,American IPA
5335,American Pale Ale
5336,Saison
5337,Saison
5338,American IPA
5339,Blonde Ale
5340,Witbier
5341,American Pale Ale
5342,American Pale Ale
5343,American Pale Ale
5344,American IPA
5345,Imperial IPA
5346,American Stout
5347,American Amber Ale
5348,American Pale Ale
5349,American Pale Ale
5350,American Pale Ale
5351,Saison
5352,American Stout
5353,American Pale Ale
5354,Witbier
5355,American Pale Ale
5356,American IPA
5357,American Amber Ale
5358,Saison
5359,American IPA
5360,American Pale Ale
5361,American Pale Ale
5362,Witbier
5363,Saison
5364,American Amber Ale
5365,American Pale Ale
5366,American Pale Ale
5367,American Brown Ale
5368,Irish Red Ale
5369,American IPA
5370,American IPA
5371,American IPA
5372,American Stout
5373,American Amber Ale
5374,American IPA
5375,American Pale Ale
5376,American IPA
5377,American IPA
5378,American Amber Ale
5379,American IPA
5380,American Light Lager
5381,American Pale Ale
5382,American Pale Ale
5383,Blonde Ale
5384,American IPA
5385,Saison
5386,American IPA
5387,American Amber Ale
5388,American IPA
5389,American IPA
5390,American IPA
5391,American Stout
5392,American IPA
5393,American IPA
5394,American IPA
5395,American IPA
5396,Blonde Ale
5397,American IPA
5398,American Brown Ale
5399,American IPA
5400,American Pale Ale
5401,American IPA
5402,American IPA
5403,American IPA
5404,American Pale Ale
5405,American Pale Ale
5406,American Brown Ale
5407,Saison
5408,American IPA
5409,American IPA
5410,American Pale Ale
5411,American IPA
5412,American Light Lager
5413,American IPA
5414,American Pale Ale
5415,American IPA
5416,American Brown Ale
5417,Imperial IPA
5418,American Pale Ale
5419,American Brown Ale
5420,American Pale Ale
5421,American Brown Ale
5422,American IPA
5423,American IPA
5424,American Stout
5425,American Pale Ale
5426,American IPA
5427,American Pale Ale
5428,American Light Lager
5429,American Pale Ale
5430,Saison
5431,American Pale Ale
5432,American Pale Ale
5433,American IPA
5434,American IPA
5435,American Pale Ale
5436,American IPA
5437,American IPA
5438,American Stout
5439,American Pale Ale
5440,American IPA
5441,American IPA
5442,American Pale Ale
5443,American IPA
5444,American IPA
5445,Blonde Ale
5446,American IPA
5447,American Pale Ale
5448,American IPA
5449,American Pale Ale
5450,American Stout
5451,Saison
5452,American IPA
5453,Witbier
5454,American Amber Ale
5455,American Pale Ale
5456,American IPA
5457,American IPA
5458,Imperial IPA
5459,American Pale Ale
5460,American IPA
5461,Witbier
5462,American Light Lager
5463,American IPA
5464,Witbier
5465,American Light Lager
5466,American IPA
5467,Imperial IPA
5468,American IPA
5469,American IPA
5470,American Pale Ale
5471,American Pale Ale
5472,American Light Lager
5473,American Brown Ale
5474,American IPA
5475,American Pale Ale
5476,American Pale Ale
5477,American Pale Ale
5478,American IPA
5479,American Pale Ale
5480,Blonde Ale
5481,American Amber Ale
5482,American IPA
5483,American Amber Ale
5484,American IPA
5485,American Pale Ale
5486,American IPA
5487,American Stout
5488,American Brown Ale
5489,Witbier
5490,Witbier
5491,Blonde Ale
5492,American IPA
5493,American Pale Ale
5494,American Pale Ale
5495,American Amber Ale
5496,American Brown Ale
5497,American IPA
5498,Imperial IPA
5499,American Stout
5500,American Light Lager
5501,American Pale Ale
5502,American Pale Ale
5503,American Pale Ale
5504,American Light Lager
5505,Saison
5506,American Pale Ale
5507,American IPA
5508,American Pale Ale
5509,Imperial IPA
5510,Saison
5511,American Amber Ale
5512,Irish Red Ale
5513,American IPA
5514,American Pale Ale
5515,American IPA
5516,American IPA
5517,American Light Lager
5518,Blonde Ale
5519,Witbier
5520,American Pale Ale
5521,American IPA
5522,Saison
5523,American Amber Ale
5524,American IPA
5525,American IPA
5526,Blonde Ale
5527,American IPA
5528,American IPA
5529,Irish Red Ale
5530,American Pale Ale
5531,American IPA
5532,American Pale Ale
5533,Witbier
5534,American IPA
5535,American IPA
5536,American IPA
5537,American IPA
5538,American IPA
5539,Imperial IPA
5540,American Stout
5541,Irish Red Ale
5542,American Light Lager
5543,American IPA
5544,Blonde Ale
5545,American IPA
5546,Witbier
5547,American Amber Ale
5548,Blonde Ale
5549,American Pale Ale
5550,American Pale Ale
5551,American IPA
5552,American Stout
5553,American IPA
5554,American Stout
5555,American Pale Ale
5556,American IPA
5557,American Pale Ale
5558,American IPA
5559,American IPA
5560,American IPA
5561,American IPA
5562,American IPA
5563,Blonde Ale
5564,American IPA
5565,Saison
5566,Blonde Ale
5567,American IPA
5568,Saison
5569,American IPA
5570,American Pale Ale
5571,Blonde Ale
5572,American IPA
5573,American Pale Ale
5574,American IPA
5575,American Amber Ale
5576,American Pale Ale
5577,American Light Lager
5578,American IPA
5579,American IPA
5580,American IPA
5581,American Pale Ale
5582,Saison
5583,American Pale Ale
5584,American IPA
5585,American IPA
5586,Irish Red Ale
5587,Saison
5588,Saison
5589,American Pale Ale
5590,American Pale Ale
5591,American Light Lager
5592,American IPA
5593,American Light Lager
5594,American IPA
5595,Blonde Ale
5596,American Stout
5597,American IPA
5598,American Pale Ale
5599,American IPA
5600,American Amber Ale
5601,American Stout
5602,American IPA
5603,American IPA
5604,Blonde Ale
5605,American IPA
5606,American Pale Ale
5607,Witbier
5608,Saison
5609,American IPA
5610,American IPA
5611,American IPA
5612,Blonde Ale
5613,American Pale Ale
5614,American IPA
5615,American IPA
5616,American IPA
5617,American Pale Ale
5618,American IPA
5619,American Pale Ale
5620,American IPA
5621,American Pale Ale
5622,American IPA
5623,American IPA
5624,American Light Lager
5625,American Amber Ale
5626,American IPA
5627,American Pale Ale
5628,American IPA
5629,Imperial IPA
5630,American IPA
5631,American IPA
5632,American IPA
5633,American Pale Ale
5634,Blonde Ale
5635,American IPA
5636,American IPA
5637,American Pale Ale
5638,American IPA
5639,American Pale Ale
5640,Irish Red Ale
5641,American Pale Ale
5642,American IPA
5643,American Light Lager
5644,American IPA
5645,American Amber Ale
5646,American Amber Ale
5647,American Light Lager
5648,American Light Lager
5649,Blonde Ale
5650,American Pale Ale
5651,American Amber Ale
5652,American IPA
5653,American Amber Ale
5654,American Amber Ale
5655,American Pale Ale
5656,American Pale Ale
5657,American Pale Ale
5658,Saison
5659,Saison
5660,American Pale Ale
5661,American IPA
5662,American Pale Ale
5663,American IPA
5664,American Light Lager
5665,American IPA
5666,Blonde Ale
5667,American IPA
5668,Saison
5669,American Amber Ale
5670,American IPA
5671,American Stout
5672,American IPA
5673,Saison
5674,American Pale Ale
5675,American IPA
5676,American IPA
5677,American Pale Ale
5678,Irish Red Ale
5679,American Pale Ale
5680,American IPA
5681,American Pale Ale
5682,American IPA
5683,American Amber Ale
5684,Saison
5685,American Brown Ale
5686,American Pale Ale
5687,American IPA
5688,American Pale Ale
5689,American Pale Ale
5690,Saison
5691,American Pale Ale
5692,Saison
5693,Irish Red Ale
5694,American Pale Ale
5695,American IPA
5696,American Pale Ale
5697,American IPA
5698,Witbier
5699,American IPA
5700,American IPA
5701,American IPA
5702,American Pale Ale
5703,American Pale Ale
5704,Blonde Ale
5705,American Pale Ale
5706,American IPA
5707,American Stout
5708,American Pale Ale
5709,Saison
5710,American IPA
5711,American Amber Ale
5712,American Amber Ale
5713,American IPA
5714,American IPA
5715,American IPA
5716,American Pale Ale
5717,American Pale Ale
5718,American Pale Ale
5719,American Pale Ale
5720,American Brown Ale
5721,American Pale Ale
5722,Saison
5723,American Pale Ale
5724,American IPA
5725,American IPA
5726,American Amber Ale
5727,American Pale Ale
5728,American Amber Ale
5729,American Pale Ale
5730,Saison
5731,American IPA
5732,Irish Red Ale
5733,American IPA
5734,American Pale Ale
5735,American IPA
5736,Blonde Ale
5737,American IPA
5738,American IPA
5739,American IPA
5740,Blonde Ale
5741,American IPA
5742,American Amber Ale
5743,American IPA
5744,American IPA
5745,American Pale Ale
5746,Imperial IPA
5747,American Amber Ale
5748,American Stout
5749,American Pale Ale
5750,Blonde Ale
5751,American Pale Ale
5752,American Pale Ale
5753,Irish Red Ale
5754,Saison
5755,American Pale Ale
5756,American IPA
5757,Saison
5758,American IPA
5759,Imperial IPA
5760,American Pale Ale
5761,American Stout
5762,Irish Red Ale
5763,American Pale Ale
5764,American IPA
5765,American Pale Ale
5766,American Light Lager
5767,Saison
5768,American IPA
5769,American IPA
5770,American Pale Ale
5771,Saison
5772,American Pale Ale
5773,American Amber Ale
5774,Blonde Ale
5775,American Pale Ale
5776,American IPA
5777,American Brown Ale
5778,American Pale Ale
5779,Irish Red Ale
5780,Irish Red Ale
5781,Blonde Ale
5782,American IPA
5783,American IPA
5784,American Stout
5785,American IPA
5786,American Stout
5787,American Light Lager
5788,American IPA
5789,Blonde Ale
5790,Imperial IPA
5791,Saison
5792,Blonde Ale
5793,American IPA
5794,Witbier
5795,American Pale Ale
5796,Irish Red Ale
5797,American Brown Ale
5798,American IPA
5799,American Amber Ale
5800,American Light Lager
5801,American Pale Ale
5802,American Pale Ale
5803,American IPA
5804,Saison
5805,American Amber Ale
5806,American Pale Ale
5807,American Pale Ale
5808,Saison
5809,American Pale Ale
5810,American IPA
5811,American IPA
5812,American Pale Ale
5813,American Light Lager
5814,American Brown Ale
5815,Imperial IPA
5816,American IPA
5817,American IPA
5818,Blonde Ale
5819,Blonde Ale
5820,American IPA
5821,American Pale Ale
5822,American IPA
5823,American IPA
5824,American Amber Ale
5825,American Light Lager
5826,American Pale Ale
5827,American Pale Ale
5828,Saison
5829,American Pale Ale
5830,American Stout
5831,American Brown Ale
5832,American Light Lager
5833,American Stout
5834,American IPA
5835,American Pale Ale
5836,American IPA
5837,American Pale Ale
5838,American Pale Ale
5839,American Brown Ale
5840,American IPA
5841,American IPA
5842,American IPA
5843,American Stout
5844,American IPA
5845,Blonde Ale
5846,American IPA
5847,American IPA
5848,Irish Red Ale
5849,American Light Lager
5850,American Pale Ale
5851,American IPA
5852,American IPA
5853,Imperial IPA
5854,Blonde Ale
5855,American IPA
5856,American Pale Ale
5857,Imperial IPA
5858,American Stout
5859,Saison
5860,Saison
5861,American IPA
5862,Saison
5863,American IPA
5864,American IPA
5865,American IPA
5866,American IPA
5867,American Stout
5868,American IPA
5869,American Pale Ale
5870,American Pale Ale
5871,American Pale Ale
5872,Saison
5873,American Amber Ale
5874,Irish Red Ale
5875,American IPA
5876,Blonde Ale
5877,American IPA
5878,American IPA
5879,American Pale Ale
5880,American IPA
5881,Blonde Ale
5882,American Pale Ale
5883,American Pale Ale
5884,American IPA
5885,Imperial IPA
5886,American IPA
5887,American IPA
5888,American Brown Ale
5889,Saison
5890,American Pale Ale
5891,American Pale Ale
5892,American IPA
5893,Saison
5894,Irish Red Ale
5895,American Light Lager
5896,American IPA
5897,Imperial IPA
5898,American Pale Ale
5899,Blonde Ale
5900,American IPA
5901,American Pale Ale
5902,Blonde Ale
5903,American IPA
5904,American IPA
5905,American Pale Ale
5906,American Amber Ale
5907,American Brown Ale
5908,American Light Lager
5909,American Amber Ale
5910,American IPA
5911,American IPA
5912,American Stout
5913,American Pale Ale
5914,American IPA
5915,American IPA
5916,American Pale Ale
5917,American Brown Ale
5918,Blonde Ale
5919,American Pale Ale
5920,American Brown Ale
5921,American IPA
5922,American Light Lager
5923,American IPA
5924,American IPA
5925,Saison
5926,American Pale Ale
5927,American IPA
5928,Irish Red Ale
5929,Imperial IPA
5930,American Pale Ale
5931,American IPA
5932,American IPA
5933,American IPA
5934,Saison
5935,American IPA
5936,Imperial IPA
5937,Irish Red Ale
5938,American Amber Ale
5939,American IPA
5940,American IPA
5941,Saison
5942,American Pale Ale
5943,American IPA
5944,American IPA
5945,American Pale Ale
5946,American Pale Ale
5947,American IPA
5948,American Pale Ale
5949,Witbier
5950,American IPA
5951,American IPA
5952,American Stout
5953,Witbier
5954,American IPA
5955,American Light Lager
5956,Blonde Ale
5957,American Pale Ale
5958,Witbier
5959,American IPA
5960,American Pale Ale
5961,American Brown Ale
5962,American Pale Ale
5963,American Pale Ale
5964,American Pale Ale
5965,American Pale Ale
5966,American IPA
5967,American IPA
5968,American IPA
5969,Saison
5970,Saison
5971,American Pale Ale
5972,American Pale Ale
5973,American Pale Ale
5974,Witbier
5975,American IPA
5976,American IPA
5977,American IPA
5978,American IPA
5979,American IPA
5980,American Light Lager
5981,American Pale Ale
5982,American IPA
5983,American Pale Ale
5984,American IPA
5985,American Pale Ale
5986,American IPA
5987,Saison
5988,American IPA
5989,American IPA
5990,American Light Lager
5991,American IPA
5992,American IPA
5993,American IPA
5994,American Amber Ale
5995,Imperial IPA
5996,American Pale Ale
5997,American Pale Ale
5998,American Pale Ale
5999,American IPA
6000,American IPA
6001,Blonde Ale
6002,American Amber Ale
6003,American IPA
6004,American IPA
6005,American Pale Ale
6006,Imperial IPA
6007,Irish Red Ale
6008,American IPA
6009,American Pale Ale
6010,American IPA
6011,Saison
6012,American Stout
6013,Saison
6014,American IPA
6015,Saison
6016,Irish Red Ale
6017,American IPA
6018,American Brown Ale
6019,American Brown Ale
6020,American IPA
6021,American IPA
6022,American Pale Ale
6023,American Pale Ale
6024,American Brown Ale
6025,American Amber Ale
6026,American Amber Ale
6027,Saison
6028,Blonde Ale
6029,American IPA
6030,American Pale Ale
6031,American IPA
6032,American Pale Ale
6033,American IPA
6034,American IPA
6035,American IPA
6036,American IPA
6037,Saison
6038,American Light Lager
6039,American Amber Ale
6040,American Stout
6041,American Light Lager
6042,Saison
6043,American IPA
6044,American Pale Ale
6045,American IPA
6046,American IPA
6047,American Pale Ale
6048,American IPA
6049,American IPA
6050,American IPA
6051,American Pale Ale
6052,American Light Lager
6053,American IPA
6054,American Amber Ale
6055,Imperial IPA
6056,American IPA
6057,American Pale Ale
6058,Imperial IPA
6059,American Amber Ale
6060,Saison
6061,Saison
6062,American Brown Ale
6063,Saison
6064,American Light Lager
6065,American IPA
6066,American Brown Ale
6067,American Pale Ale
6068,Blonde Ale
6069,American IPA
6070,American Pale Ale
6071,American IPA
6072,American IPA
6073,Saison
6074,American Pale Ale
6075,American Stout
6076,American Pale Ale
6077,American Amber Ale
6078,Saison
6079,American IPA
6080,American Pale Ale
6081,American Stout
6082,American IPA
6083,American Pale Ale
6084,Irish Red Ale
6085,American IPA
6086,American IPA
6087,American Pale Ale
6088,American IPA
6089,American IPA
6090,American Pale Ale
6091,American Stout
6092,Saison
6093,American Pale Ale
6094,American Pale Ale
6095,American Pale Ale
6096,American Light Lager
6097,American IPA
6098,American IPA
6099,American Brown Ale
6100,Saison
6101,American Pale Ale
6102,American Stout
6103,American Light Lager
6104,Witbier
6105,American Pale Ale
6106,American Pale Ale
6107,Witbier
6108,American IPA
6109,American IPA
6110,American Pale Ale
6111,American Pale Ale
6112,American Pale Ale
6113,American IPA
6114,American Amber Ale
6115,American Pale Ale
6116,American IPA
6117,American Pale Ale
6118,American IPA
6119,American Stout
6120,American IPA
6121,American IPA
6122,American IPA
6123,American Amber Ale
6124,American Pale Ale
6125,American IPA
6126,American IPA
6127,Imperial IPA
6128,American IPA
6129,American Pale Ale
6130,American IPA
6131,American IPA
6132,American IPA
6133,American IPA
6134,American IPA
6135,American Pale Ale
6136,American Pale Ale
6137,American Stout
6138,American IPA
6139,Blonde Ale
6140,American IPA
6141,Blonde Ale
6142,Saison
6143,Blonde Ale
6144,American IPA
6145,American IPA
6146,American Pale Ale
6147,American IPA
6148,American IPA
6149,American IPA
6150,American Brown Ale
6151,American IPA
6152,American IPA
6153,Saison
6154,American IPA
6155,American Pale Ale
6156,Blonde Ale
6157,American Light Lager
6158,American IPA
6159,American Pale Ale
6160,American IPA
6161,American Pale Ale
6162,American IPA
6163,American Pale Ale
6164,American Pale Ale
6165,American Light Lager
6166,American Pale Ale
6167,American Amber Ale
6168,American Pale Ale
6169,American Brown Ale
6170,Blonde Ale
6171,American Amber Ale
6172,American Pale Ale
6173,American IPA
6174,American IPA
6175,American IPA
6176,American Pale Ale
6177,American IPA
6178,American IPA
6179,American Pale Ale
6180,American IPA
6181,Blonde Ale
6182,Saison
6183,American Pale Ale
6184,American IPA
6185,Irish Red Ale
6186,American Pale Ale
6187,American IPA
6188,American IPA
6189,Blonde Ale
6190,Witbier
6191,American Pale Ale
6192,American IPA
6193,Irish Red Ale
6194,American Brown Ale
6195,Imperial IPA
6196,American IPA
6197,American IPA
6198,American IPA
6199,American IPA
6200,Blonde Ale
6201,American IPA
6202,American Light Lager
6203,American Pale Ale
6204,Blonde Ale
6205,Imperial IPA
6206,Irish Red Ale
6207,American Pale Ale
6208,Saison
6209,American Brown Ale
6210,American Light Lager
6211,American Pale Ale
6212,American Light Lager
6213,American Pale Ale
6214,American IPA
6215,American IPA
6216,Saison
6217,American IPA
6218,Irish Red Ale
6219,American IPA
6220,Saison
6221,Witbier
6222,American Pale Ale
6223,American IPA
6224,American IPA
6225,Irish Red Ale
6226,American IPA
6227,American Light Lager
6228,American IPA
6229,American Pale Ale
6230,Irish Red Ale
6231,Blonde Ale
6232,Saison
6233,Saison
6234,American IPA
6235,Blonde Ale
6236,Saison
6237,American IPA
6238,American Pale Ale
6239,American Pale Ale
6240,American Stout
6241,American IPA
6242,American Pale Ale
6243,American Stout
6244,American Pale Ale
6245,American IPA
6246,American Light Lager
6247,American Pale Ale
6248,American IPA
6249,American Amber Ale
6250,Witbier
6251,American Amber Ale
6252,American Pale Ale
6253,American Pale Ale
6254,American Light Lager
6255,Blonde Ale
6256,American Pale Ale
6257,American Amber Ale
6258,American Pale Ale
6259,American Pale Ale
6260,American Pale Ale
6261,American Pale Ale
6262,American Pale Ale
6263,American IPA
6264,American IPA
6265,American Amber Ale
6266,American Stout
6267,American IPA
6268,American Pale Ale
6269,Saison
6270,Blonde Ale
6271,American IPA
6272,American Brown Ale
6273,American Pale Ale
6274,American Stout
6275,American Pale Ale
6276,Saison
6277,American Brown Ale
6278,American IPA
6279,Irish Red Ale
6280,American IPA
6281,American IPA
6282,American IPA
6283,American IPA
6284,American Light Lager
6285,Blonde Ale
6286,American Pale Ale
6287,American Pale Ale
6288,American Amber Ale
6289,American Pale Ale
6290,American IPA
6291,American IPA
6292,American Pale Ale
6293,American IPA
6294,American IPA
6295,American IPA
6296,Witbier
6297,American IPA
6298,American Pale Ale
6299,American IPA
6300,American Brown Ale
6301,American IPA
6302,American IPA
6303,American Light Lager
6304,American IPA
6305,Imperial IPA
6306,American Pale Ale
6307,American Pale Ale
6308,American Pale Ale
6309,American Light Lager
6310,American Brown Ale
6311,American Amber Ale
6312,American IPA
6313,American IPA
6314,American Pale Ale
6315,American Pale Ale
6316,American IPA
6317,American Brown Ale
6318,American Pale Ale
6319,American Brown Ale
6320,American Pale Ale
6321,American IPA
6322,Saison
6323,American Pale Ale
6324,American Pale Ale
6325,American Pale Ale
6326,American Pale Ale
6327,American IPA
6328,American IPA
6329,Saison
6330,American Pale Ale
6331,American IPA
6332,American Pale Ale
6333,American IPA
6334,American IPA
6335,American Stout
6336,American Stout
6337,American Amber Ale
6338,American Pale Ale
6339,American Amber Ale
6340,American IPA
6341,Saison
6342,American IPA
6343,American Brown Ale
6344,American Pale Ale
6345,American Pale Ale
6346,American Stout
6347,American Pale Ale
6348,American Pale Ale
6349,American Light Lager
6350,Blonde Ale
6351,American IPA
6352,American Pale Ale
6353,American Pale Ale
6354,American IPA
6355,American Pale Ale
6356,American IPA
6357,American IPA
6358,American Amber Ale
6359,American Pale Ale
6360,American IPA
6361,American Brown Ale
6362,American IPA
6363,Irish Red Ale
6364,American IPA
6365,American Brown Ale
6366,Witbier
6367,Saison
6368,Imperial IPA
6369,American IPA
6370,American IPA
6371,American IPA
6372,American Pale Ale
6373,American Pale Ale
6374,American Brown Ale
6375,American IPA
6376,American IPA
6377,American Pale Ale
6378,American Pale Ale
6379,American Pale Ale
6380,American IPA
6381,American IPA
6382,American IPA
6383,American IPA
6384,American Light Lager
6385,American IPA
6386,American Pale Ale
6387,Blonde Ale
6388,American Amber Ale
6389,American Pale Ale
6390,American Pale Ale
6391,American IPA
6392,American Pale Ale
6393,American IPA
6394,Irish Red Ale
6395,American Pale Ale
6396,Imperial IPA
6397,American Light Lager
6398,American IPA
6399,American Light Lager
6400,American Pale Ale
6401,American IPA
6402,American Amber Ale
6403,American Amber Ale
6404,American IPA
6405,American Pale Ale
6406,American Pale Ale
6407,American IPA
6408,American IPA
6409,American Pale Ale
6410,American IPA
6411,American Light Lager
6412,Saison
6413,Imperial IPA
6414,Witbier
6415,American Amber Ale
6416,American Pale Ale
6417,American Pale Ale
6418,American IPA
6419,American Pale Ale
6420,American Pale Ale
6421,American IPA
6422,American IPA
6423,Blonde Ale
6424,American Pale Ale
6425,American Amber Ale
6426,Irish Red Ale
6427,American Pale Ale
6428,Witbier
6429,American Amber Ale
6430,American Brown Ale
6431,American IPA
6432,Imperial IPA
6433,American Amber Ale
6434,American IPA
6435,American Brown Ale
6436,American Brown Ale
6437,American Pale Ale
6438,American IPA
6439,American Pale Ale
6440,American IPA
6441,American IPA
6442,American Pale Ale
6443,American IPA
6444,American IPA
6445,Witbier
6446,American Stout
6447,Saison
6448,American Pale Ale
6449,American IPA
6450,Witbier
6451,Saison
6452,American IPA
6453,American Light Lager
6454,Blonde Ale
6455,Imperial IPA
6456,American IPA
6457,American IPA
6458,American Light Lager
6459,American IPA
6460,American IPA
6461,American IPA
6462,American IPA
6463,American IPA
6464,American IPA
6465,American IPA
6466,American Brown Ale
6467,Blonde Ale
6468,American IPA
6469,American IPA
6470,American IPA
6471,American Amber Ale
6472,American Stout
6473,American Pale Ale
6474,American IPA
6475,American IPA
6476,American Pale Ale
6477,American Pale Ale
6478,Irish Red Ale
6479,American IPA
6480,American Pale Ale
6481,American Pale Ale
6482,Witbier
6483,American Brown Ale
6484,American IPA
6485,American Light Lager
6486,American Pale Ale
6487,Blonde Ale
6488,Imperial IPA
6489,American Light Lager
6490,American Pale Ale
6491,American Pale Ale
6492,Imperial IPA
6493,American Pale Ale
6494,American IPA
6495,American IPA
6496,Imperial IPA
6497,American IPA
6498,American Pale Ale
6499,American IPA
6500,Saison
6501,American Brown Ale
6502,American Pale Ale
6503,American Pale Ale
6504,Witbier
6505,American Pale Ale
6506,American Pale Ale
6507,American Pale Ale
6508,American IPA
6509,American IPA
6510,American Pale Ale
6511,American Amber Ale
6512,American Pale Ale
6513,American IPA
6514,American IPA
6515,Saison
6516,American IPA
6517,American Pale Ale
6518,American IPA
6519,American IPA
6520,Saison
6521,American Pale Ale
6522,American Stout
6523,American Amber Ale
6524,American IPA
6525,American Stout
6526,Blonde Ale
6527,American IPA
6528,Imperial IPA
6529,American Pale Ale
6530,American IPA
6531,American Light Lager
6532,American IPA
6533,American IPA
6534,Imperial IPA
6535,American IPA
6536,American IPA
6537,American IPA
6538,American IPA
6539,American IPA
6540,American IPA
6541,Irish Red Ale
6542,American Pale Ale
6543,American IPA
6544,Saison
6545,Saison
6546,American IPA
6547,American Light Lager
6548,American Pale Ale
6549,American Stout
6550,American Stout
6551,Blonde Ale
6552,Blonde Ale
6553,American IPA
6554,American IPA
6555,American Stout
6556,American Amber Ale
6557,American Amber Ale
6558,American Pale Ale
6559,American Pale Ale
6560,American IPA
6561,American IPA
6562,American Pale Ale
6563,American Pale Ale
6564,American Pale Ale
6565,American IPA
6566,American Pale Ale
6567,American Amber Ale
6568,American Pale Ale
6569,American Pale Ale
6570,Irish Red Ale
6571,American Brown Ale
6572,Irish Red Ale
6573,American IPA
6574,American IPA
6575,American Light Lager
6576,American IPA
6577,American Pale Ale
6578,American IPA
6579,American IPA
6580,American IPA
6581,American IPA
6582,American IPA
6583,Blonde Ale
6584,Witbier
6585,American IPA
6586,American IPA
6587,American Pale Ale
6588,Blonde Ale
6589,American IPA
6590,Saison
6591,American IPA
6592,Witbier
6593,American IPA
6594,American Pale Ale
6595,American Pale Ale
6596,American IPA
6597,American Amber Ale
6598,American IPA
6599,Irish Red Ale
6600,American IPA
6601,American IPA
6602,American Pale Ale
6603,American Pale Ale
6604,Irish Red Ale
6605,American Pale Ale
6606,American Amber Ale
6607,American IPA
6608,American Brown Ale
6609,American Pale Ale
6610,American IPA
6611,American IPA
6612,American IPA
6613,American Brown Ale
6614,American IPA
6615,American IPA
6616,American IPA
6617,American Amber Ale
6618,American IPA
6619,American IPA
6620,American Light Lager
6621,American IPA
6622,American Pale Ale
6623,American Light Lager
6624,American IPA
6625,American IPA
6626,Saison
6627,American IPA
6628,American Stout
6629,Blonde Ale
6630,American Pale Ale
6631,Witbier
6632,American IPA
6633,Imperial IPA
6634,American Amber Ale
6635,Irish Red Ale
6636,American Pale Ale
6637,American Pale Ale
6638,American Pale Ale
6639,American IPA
6640,Saison
6641,Saison
6642,American Pale Ale
6643,Irish Red Ale
6644,American IPA
6645,American IPA
6646,Imperial IPA
6647,American IPA
6648,American Pale Ale
6649,American Pale Ale
6650,American Stout
6651,American Brown Ale
6652,American IPA
6653,American IPA
6654,American IPA
6655,American IPA
6656,Saison
6657,American IPA
6658,American IPA
6659,American Pale Ale
6660,Blonde Ale
6661,Saison
6662,Saison
6663,American Pale Ale
6664,American Pale Ale
6665,Imperial IPA
6666,American IPA
6667,American Pale Ale
6668,American Amber Ale
6669,American IPA
6670,American IPA
6671,American IPA
6672,Saison
6673,American IPA
6674,American IPA
6675,Irish Red Ale
6676,American Light Lager
